id,name,colour,stock
178.000000,toy178,yellow,2418.000000
179.000000,toy179,blue,1765.000000
180.000000,toy180,white,534.000000
181.000000,toy181,white,76.000000
182.000000,toy182,green,2567.000000
183.000000,toy183,yellow,4819.000000
184.000000,toy184,yellow,1266.000000
185.000000,toy185,orange,184.000000
186.000000,toy186,red,2310.000000
187.000000,toy187,black,3328.000000
188.000000,toy188,white,3970.000000
189.000000,toy189,white,2474.000000
190.000000,toy190,blue,3944.000000
191.000000,toy191,green,2139.000000
192.000000,toy192,white,3052.000000
193.000000,toy193,blue,4317.000000
194.000000,toy194,yellow,2218.000000
195.000000,toy195,white,2166.000000
196.000000,toy196,white,3920.000000
197.000000,toy197,black,2991.000000
198.000000,toy198,green,2165.000000
199.000000,toy199,red,3052.000000
200.000000,toy200,white,3499.000000
201.000000,toy201,blue,2313.000000
202.000000,toy202,black,2044.000000
203.000000,toy203,black,1406.000000
204.000000,toy204,black,1311.000000
205.000000,toy205,orange,3745.000000
206.000000,toy206,blue,4381.000000
207.000000,toy207,black,4806.000000
208.000000,toy208,red,77.000000
209.000000,toy209,black,963.000000
210.000000,toy210,blue,4787.000000
211.000000,toy211,orange,3740.000000
212.000000,toy212,orange,2436.000000
213.000000,toy213,blue,2136.000000
214.000000,toy214,red,4331.000000
215.000000,toy215,white,1095.000000
216.000000,toy216,green,3795.000000
217.000000,toy217,red,2480.000000
218.000000,toy218,red,2735.000000
219.000000,toy219,orange,4667.000000
220.000000,toy220,red,4951.000000
221.000000,toy221,green,3735.000000
222.000000,toy222,white,1663.000000
223.000000,toy223,yellow,1056.000000
224.000000,toy224,yellow,2320.000000
225.000000,toy225,orange,149.000000
226.000000,toy226,yellow,396.000000
227.000000,toy227,black,3940.000000
228.000000,toy228,orange,4409.000000
229.000000,toy229,white,3640.000000
230.000000,toy230,white,925.000000
231.000000,toy231,white,3024.000000
232.000000,toy232,yellow,3747.000000
233.000000,toy233,black,3219.000000
234.000000,toy234,white,4745.000000
235.000000,toy235,red,1152.000000
236.000000,toy236,black,664.000000
237.000000,toy237,black,4929.000000
238.000000,toy238,red,2893.000000
239.000000,toy239,white,3780.000000
240.000000,toy240,red,379.000000
241.000000,toy241,green,2246.000000
242.000000,toy242,blue,3466.000000
243.000000,toy243,red,1382.000000
244.000000,toy244,green,291.000000
245.000000,toy245,green,1104.000000
246.000000,toy246,blue,2857.000000
247.000000,toy247,blue,2624.000000
248.000000,toy248,yellow,2280.000000
249.000000,toy249,blue,4545.000000
250.000000,toy250,blue,3924.000000
251.000000,toy251,yellow,3169.000000
252.000000,toy252,white,209.000000
253.000000,toy253,orange,1424.000000
254.000000,toy254,orange,4406.000000
255.000000,toy255,red,4880.000000
256.000000,toy256,yellow,3780.000000
257.000000,toy257,black,131.000000
258.000000,toy258,black,1612.000000
259.000000,toy259,white,2453.000000
260.000000,toy260,white,1624.000000
261.000000,toy261,orange,3992.000000
262.000000,toy262,green,340.000000
263.000000,toy263,green,3707.000000
264.000000,toy264,green,4826.000000
265.000000,toy265,blue,4303.000000
266.000000,toy266,red,1095.000000
267.000000,toy267,white,4758.000000
268.000000,toy268,yellow,344.000000
269.000000,toy269,blue,1461.000000
270.000000,toy270,orange,1774.000000
271.000000,toy271,white,1660.000000
272.000000,toy272,red,1759.000000
273.000000,toy273,black,630.000000
274.000000,toy274,green,3570.000000
275.000000,toy275,blue,480.000000
276.000000,toy276,orange,4830.000000
277.000000,toy277,yellow,4708.000000
278.000000,toy278,yellow,3444.000000
279.000000,toy279,red,1237.000000
280.000000,toy280,black,4598.000000
281.000000,toy281,blue,3112.000000
282.000000,toy282,red,2406.000000
283.000000,toy283,black,3318.000000
284.000000,toy284,blue,1388.000000
285.000000,toy285,orange,989.000000
286.000000,toy286,red,4705.000000
287.000000,toy287,yellow,732.000000
288.000000,toy288,yellow,392.000000
289.000000,toy289,black,4016.000000
290.000000,toy290,blue,4288.000000
291.000000,toy291,green,2520.000000
292.000000,toy292,white,2439.000000
293.000000,toy293,red,480.000000
294.000000,toy294,white,1167.000000
295.000000,toy295,white,761.000000
296.000000,toy296,white,924.000000
297.000000,toy297,red,3712.000000
298.000000,toy298,orange,2149.000000
299.000000,toy299,orange,3249.000000
300.000000,toy300,green,3660.000000
301.000000,toy301,white,2139.000000
302.000000,toy302,orange,793.000000
303.000000,toy303,green,1191.000000
304.000000,toy304,blue,4215.000000
305.000000,toy305,red,229.000000
306.000000,toy306,orange,440.000000
307.000000,toy307,black,99.000000
308.000000,toy308,black,4158.000000
309.000000,toy309,orange,1930.000000
310.000000,toy310,yellow,391.000000
311.000000,toy311,black,1610.000000
312.000000,toy312,blue,1270.000000
313.000000,toy313,black,3102.000000
314.000000,toy314,blue,1470.000000
315.000000,toy315,blue,1801.000000
316.000000,toy316,blue,2456.000000
317.000000,toy317,red,2832.000000
318.000000,toy318,green,4329.000000
319.000000,toy319,yellow,2348.000000
320.000000,toy320,blue,4422.000000
321.000000,toy321,green,2201.000000
322.000000,toy322,green,3506.000000
323.000000,toy323,red,985.000000
324.000000,toy324,white,2901.000000
325.000000,toy325,black,4608.000000
326.000000,toy326,red,627.000000
327.000000,toy327,orange,4266.000000
328.000000,toy328,red,1304.000000
329.000000,toy329,blue,2822.000000
330.000000,toy330,blue,2939.000000
331.000000,toy331,red,2818.000000
332.000000,toy332,white,1379.000000
333.000000,toy333,yellow,1115.000000
334.000000,toy334,yellow,508.000000
335.000000,toy335,black,4660.000000
336.000000,toy336,yellow,381.000000
337.000000,toy337,green,630.000000
338.000000,toy338,yellow,1093.000000
339.000000,toy339,black,4106.000000
340.000000,toy340,blue,3102.000000
341.000000,toy341,yellow,2015.000000
342.000000,toy342,blue,2021.000000
343.000000,toy343,red,696.000000
344.000000,toy344,green,4932.000000
345.000000,toy345,black,4197.000000
346.000000,toy346,blue,2394.000000
347.000000,toy347,yellow,541.000000
348.000000,toy348,blue,1967.000000
349.000000,toy349,orange,3523.000000
350.000000,toy350,red,3955.000000
351.000000,toy351,orange,4458.000000
352.000000,toy352,green,1297.000000
353.000000,toy353,green,3642.000000
354.000000,toy354,white,4306.000000
355.000000,toy355,orange,4168.000000
356.000000,toy356,red,477.000000
357.000000,toy357,red,1441.000000
358.000000,toy358,orange,3494.000000
359.000000,toy359,orange,74.000000
360.000000,toy360,white,4276.000000
361.000000,toy361,red,872.000000
362.000000,toy362,orange,4857.000000
363.000000,toy363,white,1059.000000
364.000000,toy364,red,2102.000000
365.000000,toy365,orange,3299.000000
366.000000,toy366,blue,1126.000000
367.000000,toy367,blue,2195.000000
368.000000,toy368,black,4319.000000
369.000000,toy369,red,4014.000000
370.000000,toy370,black,1060.000000
371.000000,toy371,green,1514.000000
372.000000,toy372,red,4687.000000
373.000000,toy373,blue,3040.000000
374.000000,toy374,black,3126.000000
375.000000,toy375,black,2738.000000
376.000000,toy376,red,1441.000000
377.000000,toy377,black,2732.000000
378.000000,toy378,white,1272.000000
379.000000,toy379,white,3454.000000
380.000000,toy380,green,4044.000000
381.000000,toy381,black,3345.000000
382.000000,toy382,orange,4986.000000
383.000000,toy383,orange,108.000000
384.000000,toy384,blue,4715.000000
385.000000,toy385,black,915.000000
386.000000,toy386,red,4555.000000
387.000000,toy387,black,4972.000000
388.000000,toy388,black,2383.000000
389.000000,toy389,orange,4226.000000
390.000000,toy390,black,71.000000
391.000000,toy391,yellow,1920.000000
392.000000,toy392,blue,2903.000000
393.000000,toy393,orange,4019.000000
394.000000,toy394,red,87.000000
395.000000,toy395,white,2444.000000
396.000000,toy396,white,4586.000000
397.000000,toy397,blue,1416.000000
398.000000,toy398,blue,4601.000000
399.000000,toy399,black,2178.000000
400.000000,toy400,red,800.000000
401.000000,toy401,yellow,2754.000000
402.000000,toy402,white,3937.000000
403.000000,toy403,white,914.000000
404.000000,toy404,black,3870.000000
405.000000,toy405,yellow,719.000000
406.000000,toy406,blue,2536.000000
407.000000,toy407,orange,4623.000000
408.000000,toy408,white,2556.000000
409.000000,toy409,yellow,3634.000000
410.000000,toy410,blue,4459.000000
411.000000,toy411,black,1113.000000
412.000000,toy412,green,2366.000000
413.000000,toy413,green,906.000000
414.000000,toy414,orange,1499.000000
415.000000,toy415,orange,392.000000
416.000000,toy416,yellow,4940.000000
417.000000,toy417,green,2311.000000
418.000000,toy418,orange,806.000000
419.000000,toy419,green,3092.000000
420.000000,toy420,blue,1122.000000
421.000000,toy421,red,310.000000
422.000000,toy422,white,2627.000000
423.000000,toy423,orange,1419.000000
424.000000,toy424,white,2555.000000
425.000000,toy425,orange,2775.000000
426.000000,toy426,orange,1304.000000
427.000000,toy427,green,3568.000000
428.000000,toy428,black,2133.000000
429.000000,toy429,red,2880.000000
430.000000,toy430,yellow,4630.000000
431.000000,toy431,orange,1575.000000
432.000000,toy432,orange,2440.000000
433.000000,toy433,white,4780.000000
434.000000,toy434,green,4654.000000
435.000000,toy435,white,1656.000000
436.000000,toy436,yellow,2862.000000
437.000000,toy437,black,1328.000000
438.000000,toy438,green,3808.000000
439.000000,toy439,yellow,1952.000000
440.000000,toy440,yellow,2800.000000
441.000000,toy441,orange,2191.000000
442.000000,toy442,blue,3648.000000
443.000000,toy443,yellow,859.000000
444.000000,toy444,black,2377.000000
445.000000,toy445,blue,4836.000000
446.000000,toy446,orange,1181.000000
447.000000,toy447,orange,2079.000000
448.000000,toy448,black,4255.000000
449.000000,toy449,red,3174.000000
450.000000,toy450,black,4103.000000
451.000000,toy451,orange,3207.000000
452.000000,toy452,green,4664.000000
453.000000,toy453,blue,2830.000000
454.000000,toy454,orange,1919.000000
455.000000,toy455,red,3058.000000
456.000000,toy456,orange,4650.000000
457.000000,toy457,black,3253.000000
458.000000,toy458,white,2318.000000
459.000000,toy459,red,3482.000000
460.000000,toy460,green,506.000000
461.000000,toy461,black,1979.000000
462.000000,toy462,orange,3891.000000
463.000000,toy463,green,74.000000
464.000000,toy464,blue,1977.000000
465.000000,toy465,green,706.000000
466.000000,toy466,yellow,4140.000000
467.000000,toy467,green,4330.000000
468.000000,toy468,red,2659.000000
469.000000,toy469,red,4943.000000
470.000000,toy470,green,3094.000000
471.000000,toy471,green,357.000000
472.000000,toy472,green,4712.000000
473.000000,toy473,orange,4409.000000
474.000000,toy474,green,394.000000
475.000000,toy475,yellow,1685.000000
476.000000,toy476,blue,3334.000000
477.000000,toy477,blue,4782.000000
478.000000,toy478,green,1207.000000
479.000000,toy479,white,2619.000000
480.000000,toy480,blue,4430.000000
481.000000,toy481,white,3505.000000
482.000000,toy482,green,829.000000
483.000000,toy483,white,771.000000
484.000000,toy484,green,285.000000
485.000000,toy485,red,4988.000000
486.000000,toy486,blue,2786.000000
487.000000,toy487,red,4685.000000
488.000000,toy488,white,2319.000000
489.000000,toy489,yellow,1749.000000
490.000000,toy490,blue,1594.000000
491.000000,toy491,black,4853.000000
492.000000,toy492,red,1684.000000
493.000000,toy493,white,2846.000000
494.000000,toy494,orange,4628.000000
495.000000,toy495,yellow,4305.000000
496.000000,toy496,green,1947.000000
497.000000,toy497,blue,3083.000000
498.000000,toy498,white,4779.000000
499.000000,toy499,red,1860.000000
500.000000,toy500,white,3013.000000
